Geo Point;Geo Shape;gml_id;LOCALISATION;GID;IDENT;NATURE_N1;NATURE_N2;NATURE;SOUS_NATURE;GID_ACTE;DATE_DEBUT_ACTE;DATE_FIN_ACTE;GID_EMPRISE;TYPE_EMPRISE;LOCALISATION_EMPRISE;MES_LIBELLE;TYPE_GEOMETRIE
44.8202647048861, -0.5497428740543912;"{""coordinates"": [-0.549742874054391, 44.8202647048861], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.148250;Rue Carle Vernet/ Rue Léon Paillière Bordeaux;148250;2404175;95;275;Adduction Eau Potable - Branchement;Création;240181;2024-08-26;2024-10-04;304113/304110/304111/304107/304112/304109/304108/304114;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE/DEVIATION/EMPRISE;Rue des Maraichers, intersection avec la rue Carle Vernet (Bordeaux)/Rue Carle Vernet, de la rue Léon Paillère au droit de la déchetterie/Rue Carle Vernet (Bordeaux)/Rue Carle Vernet, entre la rue Léon Paillère et la rue des Maraichers/Rue Carle Vernet, partie comprise entre la rue Léon Paillère et la rue des Maraichers (Bordeaux)/Allée de l'Ars/Rue des Maraichers, Boulevard des frères Moga, Boulevard Jean-Jacques Bosc et rue Léon Paillère dans un sens et rue Carle Vernet, rue Léon Jouhaux, Boulevard Jean-Jacques Bosc, Boulevard des frères Moga et rue des Maraichers dans l'autre sens./Carrefour Carle Vernet - Léon Pallière, accès à la Tour Hypérion (via la plateforme du Tramway);"Mesure libre circulation/Neutralisation de voie;Interdiction de stationnement/Neutralisation de voie;Interdiction de stationnement/Circulation interdite/Circulation inversée;Circulation interdite/Mise en impasse;Mesure libre circulation/Déviation/Mesure libre circulation";POINT
44.871572704883846, -0.5487367989400002;"{""coordinates"": [-0.54873679894, 44.871572704883846], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.154223;Rue Destanque au N° 6 (Bordeaux) situé en agglomération;154223;2409982;95;275;Adduction Eau Potable - Branchement;Création;243227;2024-10-28;2024-11-02;307895;EMPRISE;du n°7 rue Destanque jusqu'à la rue Sauvageon (2 jours dans la période);"Interdiction de stationnement;Mise en impasse";POINT
44.87313788048411, -0.5462984158422969;"{""coordinates"": [-0.546298415842297, 44.87313788048411], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158907;Rue Achard (Bordeaux) en agglomération;158907;2414500;97;654;Aménagement  de l'espace public;Aménagement de voirie;242571;2024-09-23;2025-02-21;307072;EMPRISE;au n°196 rue Achard, au carrefour du quai de Bacalan à l'angle de la rue Lucien Faure, au carrefour de la rue Lucien Faure à l'angle du cours du Raccordement, rue Henri Brunet, au cours des Aubiers, à la place Ginette Neveu, à la place Jean Cayrol et la place René Maran. (Travaux de jour ou de nuit, 30 minutes d'intervention par candélabre ou façade).;"Neutralisation de voie;Circulation alternée;Interdiction de stationnement";POINT
44.872844531936046, -0.5750183225977921;"{""coordinates"": [-0.575018322597792, 44.872844531936046], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.143312;Rue du Jonc (Bordeaux) en agglomération;143312;2318088;133;671;Travaux sur immeuble - Construction;Construction;239319;2024-09-01;2024-11-30;303027/303028;EMPRISE/DEVIATION;du n°2 Rue du Jonc au n°14 Rue du Jonc/pour les véhicules arrivant de l' Avenue de Laroque prendre la rue Joseph Lépine . -- Pour les véhicules arrivant de la rue Ragoneau prendre la rue Jacques Thibault .;Circulation interdite/Déviation;POINT
44.87421164049108, -0.5729952284859735;"{""coordinates"": [-0.572995228485974, 44.87421164049108], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158083;Avenue de Laroque (Bordeaux) en agglomération;158083;2413713;110;618;Gestion de l'espace public;Aménagement général;241205;2024-09-09;2024-10-11;305423;EMPRISE;Avenue de Laroque (Bordeaux);Rétrécissement de largeur de voie;POINT
44.8748321359875, -0.5548421920198777;"{""coordinates"": [-0.554842192019878, 44.8748321359875], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158773;Boulevard Alfred Daney (Bordeaux) en agglomération;158773;2414383;97;654;Aménagement  de l'espace public;Aménagement de voirie;242331;2024-09-23;2024-10-12;306780;EMPRISE;au n° 501 Boulevard Alfred Daney;Circulation alternée;POINT
44.876816176834105, -0.5468918561263922;"{""coordinates"": [-0.546891856126392, 44.876816176834105], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157629;Rue Pascal Lafargue au N° 32 (Bordeaux) situé en agglomération;157629;2413275;98;290;Assainissement - Branchement;Création;243457;2024-09-30;2025-10-18;308234/308183/308231/308232/308233;DEVIATION/EMPRISE/EMPRISE/DEVIATION/DEVIATION;par la rue Joseph Brunet, la rue Duplex et la rue Blanqui/Rue Pascal Lafargue, entre la rue Blanqui et la rue Joseph Brunet (1 jour dans la période)/au n°32 Rue Pascal Lafargue (1 jour dans la période)/la rue Joseph Brunet la rue Louis David Allègre, la rue Francis Jammes et la rue Blanqui./la rue Blanqui, la Cité Lafon et la rue Joseph Brunet;Déviation/Circulation interdite/Interdiction de stationnement/Déviation/Déviation;POINT
44.87692949667906, -0.5703558157093261;"{""coordinates"": [-0.570355815709326, 44.87692949667906], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159201;Rue des Lendemains au N° 31 (Bordeaux) situé en agglomération;159201;2414785;110;619;Gestion de l'espace public;Grands projets;243152;2024-10-09;2024-10-16;307798;EMPRISE;Rue des Lendemains;Rétrécissement de largeur de voie;POINT
44.87792715100656, -0.556885663639884;"{""coordinates"": [-0.556885663639884, 44.87792715100656], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157723;Avenue de Tourville au N° 13 (Bordeaux) situé en agglomération Rue Surcouf au N° 1 (Bordeaux) situé en agglomération;157723;2413363;97;420;Aménagement  de l'espace public;Réfection générale;240596;2024-09-08;2025-01-10;304665;EMPRISE;1 Rue Surcouf (Bordeaux) au n°19 avenue de Tourville jusqu'au carrefour de la rue Dumont d'Urville;"Interdiction de stationnement;Circulation alternée";POINT
44.87773872271712, -0.5763277696646191;"{""coordinates"": [-0.576327769664619, 44.87773872271712], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157187;Piste Cyclable Marcel Dassault (Bordeaux) en agglomération;157187;2412859;97;427;Aménagement  de l'espace public;Création d'espaces verts;239597;2024-08-26;2025-02-28;303387/303385/303386;EMPRISE/EMPRISE/EMPRISE;entre en face du n°58 avenue Marcel Dassault et en face du n°46 avenue Marcel Dassault côté Lac/côté ouest./avenue Marcel Dassault, entre la rue Paule Marrot et la rue des Hollandais/entre en face du n°58 avenue Marcel Dassault et en face du n°46 avenue Marcel Dassault côté Lac/côté ouest.;Neutralisation de voie/Circulation alternée/Neutralisation de voie;POINT
44.88068316273833, -0.5448897709113139;"{""coordinates"": [-0.544889770911314, 44.88068316273833], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.123119;Chemin Lafitte au N° 35 (Bordeaux) situé en agglomération;123119;2217885;133;462;Travaux sur immeuble - Construction;Manutention;215563;2023-12-16;2024-12-15;273182;EMPRISE;neutralisation de la voie pour déchargement d'un camion sur une durée de 10 minutes au 35 Chemin Lafitte avec hommes trafics informant ou orientant la déviation;Neutralisation de voie;POINT
44.88009657249117, -0.5678175002363139;"{""coordinates"": [-0.567817500236314, 44.88009657249117], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.152759;Avenue des Quarante Journaux (Bordeaux) en agglomération;152759;2408571;110;618;Gestion de l'espace public;Aménagement général;243424#243416;2024-07-29#2024-09-26;2024-10-31#2024-10-31;308141#308129;EMPRISE#EMPRISE;Avenue des Quarante Journaux#Avenue des Quarante Journaux;Rétrécissement de largeur de voie#Rétrécissement de largeur de voie;POINT
44.88756681004618, -0.5516685597041634;"{""coordinates"": [-0.551668559704163, 44.88756681004618], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158866;Avenue des Trois Cardinaux (Bordeaux) en agglomération;158866;2414472;110;433;Gestion de l'espace public;Couche de roulement;242485;2024-09-30;2024-10-04;306966;EMPRISE;Avenue des Trois Cardinaux (Bordeaux);Rétrécissement de largeur de voie;POINT
44.88817360565677, -0.5661949465821473;"{""coordinates"": [-0.566194946582147, 44.88817360565677], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.150032;Allée Alexandre Dumas au N° 8001 (Bordeaux) situé en agglomération;150032;2405940;139;611;Incendie et secours - Branchement;Création;227521;2024-04-22;2025-05-22;287970/287969;DEVIATION/EMPRISE;Rue Jean Gabriel Domergue via Allée Alexandre Dumas/entre Allée Alexandre Dumas et la Rue du Cardinal Richaud;Déviation/Circulation interdite;POINT
44.890763236514054, -0.5439498718906475;"{""coordinates"": [-0.543949871890647, 44.890763236514054], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.154351;Rue Pierre Baour au N° 22 (Bordeaux) situé en agglomération;154351;2410110;95;275;Adduction Eau Potable - Branchement;Création;237417;2024-07-22;2025-08-02;300547/300548;EMPRISE/EMPRISE;21 Rue Pierre Baour/21 Rue Pierre Baour;"Neutralisation de voie/Interdiction de stationnement;Neutralisation de voie";POINT
44.89151653540248, -0.5661630796005594;"{""coordinates"": [-0.566163079600559, 44.89151653540248], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158693;Rue Jean Samazeuilh (Bordeaux) en agglomération;158693;2414318;110;437;Gestion de l'espace public;Aménagement de sécurité;242185;2024-09-23;2024-10-11;306599;EMPRISE;Rue Jean Samazeuilh;Circulation alternée;POINT
44.897960287293635, -0.5702345639248582;"{""coordinates"": [-0.570234563924858, 44.897960287293635], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158533;Cours Jules Ladoumegue (Bordeaux) en agglomération;158533;2414161;127;398;Télécommunication - Branchement;Création;241916;2024-09-16;2024-10-16;306297;EMPRISE;6 Cours Jules Ladoumegue;Neutralisation de voie;POINT
44.834043234135784, -0.5710972419478635;"{""coordinates"": [-0.571097241947863, 44.834043234135784], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.151204;Rue du Mirail au N° 22 (Bordeaux) situé en agglomération;151204;2407069;95;275;Adduction Eau Potable - Branchement;Création;238032;2024-07-29;2025-08-09;301391/301392/301394/301393;EMPRISE/EMPRISE/DEVIATION/EMPRISE;rue Causserouge (Bordeaux), entre la rue du Mirail et la rue Bragard/rue Saint-François (Bordeaux), entre la rue du Mirail et la place Camille Pelletan/rue Causserouge, rue Bragard, rue Permentade, rue Marengo, rue Saint-François, rue du Mirail/22 rue du Mirail (Bordeaux);Circulation inversée/Circulation inversée/Déviation/Mise en impasse;POINT
44.8344025816495, -0.5737750517062213;"{""coordinates"": [-0.573775051706221, 44.8344025816495], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.155684;Rue Honoré Tessier au N° 10 (Bordeaux) situé en agglomération;155684;2411397;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;236913;2024-09-02;2024-10-07;299944;EMPRISE;- place du Maucaillou - rue des Cordeliers -- - rue Ulysse Despaux -- - rue Marengo -- - rue Permentade -- - rue des Menuts -- - rue Leyteire --;Interruption de circulation;POINT
44.83504867664905, -0.564817441532015;"{""coordinates"": [-0.564817441532015, 44.83504867664905], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158410;Rue de la Fusterie au N° 51 (Bordeaux) situé en agglomération;158410;2414038;136;371;Vidéo / Borne contrôle d'accès - Mobiliers;Création;241732#241745#241737#241726;2024-09-30#2024-10-14#2024-10-07#2024-09-23;2024-10-12#2024-10-25#2024-10-19#2024-10-05;306069/306070#306085/306084/306086#306075/306076#306060/306063;EMPRISE/DEVIATION#EMPRISE/EMPRISE/DEVIATION#EMPRISE/DEVIATION#EMPRISE/DEVIATION;26 rue de la Tour du Pin (Bordeaux)/rue Maubec, rue de la Fusterie, cours Victor Hugo, Quai des Salinières#contre-allée Quai des Salinières (Bordeaux)/3-5 Place Bir Hakeim (Bordeaux)/Quai des Salinières, contre-allée Quai de la Grave#13 contre-allée Quai des Salinières/rue Maubec, rue de la Fusterie, cours Victor Hugo, place Bir Hakeim, Quai des Salinières#51 rue de la Fusterie (Bordeaux), jusqu'à la rue Maubec/rue des Faures, cours Victor Hugo, Quai des Salinières, rue Maubec;Mise en impasse/Déviation#Mise en impasse/Mise en impasse/Déviation#Mise en impasse/Déviation#Mise en impasse/Déviation;POINT
44.834966071173476, -0.5732412889089143;"{""coordinates"": [-0.573241288908914, 44.834966071173476], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.149372;Cours Victor Hugo au N° 127 (Bordeaux) situé en agglomération;149372;2405288;99;299;Assainissement - Réseau;Réparation;243481;2024-10-13;2024-10-17;308211;EMPRISE;cours Victor Hugo (Bordeaux), de la Place de la Ferme de Richemont à la fin de la voie de bus;"Circulation alternée;Neutralisation de voie";POINT
44.83573412768442, -0.5716080887134115;"{""coordinates"": [[-0.571452472838057, 44.836005998920925], [-0.571585968890972, 44.83504822096042], [-0.571370997263177, 44.83596808992313], [-0.572022915861439, 44.835914200933175]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.156824;Rue Saint-James au N° 39 (Bordeaux) situé en agglomération;156824;2412497;135;466;Travaux sur immeuble - Rénovation / Entretien;Mise en place echafaudage;238924;2024-09-02;2024-10-18;302524/302526/302525;EMPRISE/EMPRISE/EMPRISE;Rue de la Sau, à l'angle avec la Rue Saint James/Rue Pierre de Coubertin, à l'angle avec la Rue Saint James/Rue Pierre de Coubertin, à l'angle avec la Place de la Ferme de Richemont;Rétrécissement de largeur de voie/Rétrécissement de largeur de voie/Rétrécissement de largeur de voie;POINT
44.835749577124766, -0.5505274371827781;"{""coordinates"": [-0.550527437182778, 44.835749577124766], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.154771;Boulevard Joliot-Curie au N° 21 (Bordeaux) situé en agglomération;154771;2410528;110;432;Gestion de l'espace public;Réfection de trottoir;242258;2024-10-01;2024-10-31;306697;EMPRISE;Rue de la Garonne, de face à la caserne du SDIS jusqu'au Quai Deschamps (Bordeaux);Neutralisation de voie;POINT
44.835421315897804, -0.5675180416966525;"{""coordinates"": [-0.567518041696653, 44.835421315897804], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157824;Rue Mauriac au N° 10 (Bordeaux) situé en agglomération;157824;2413462;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;241010;2024-09-02;2024-10-25;305184/305182/305183;DEVIATION/EMPRISE/EMPRISE;rue des Faures, cours Victor Hugo, rue Mauriac/rue Mauriac (Bordeaux), entre la rue des Faures et le 8 rue Mauriac/rue Mauriac (Bordeaux), entre le cours victor Hugo et le 10 rue Mauriac;Déviation/Neutralisation de voie/Mise en impasse;POINT
44.8375219522469, -0.5676911989299132;"{""coordinates"": [-0.567691198929913, 44.8375219522469], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158391;Rue Ausone au N° 33 (Bordeaux) situé en agglomération;158391;2414019;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;241686;2024-09-26;2024-10-04;306017;EMPRISE;33 Rue Ausone (Bordeaux);Interruption de circulation;POINT
44.84120379655623, -0.5600540902615634;"{""coordinates"": [-0.560054090261563, 44.84120379655623], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159214;Rue Fourteau au N° 23 (Bordeaux) situé en agglomération;159214;2414798;135;467;Travaux sur immeuble - Rénovation / Entretien;Manutention;243197;2024-09-27;2024-10-11;307858/307857/307859;EMPRISE/EMPRISE/DEVIATION;Rue Honoré Picon, de Allée Serr jusqu'à la Rue Fourteau (Bordeaux)/23 Rue Fourteau (Bordeaux)/Allée Serr (Bordeaux) vers l'avenue Abadie, l'avenue Thiers et la rue Honoré Picon;"Sens interdit (ou sens unique)/Interdiction de stationnement;Circulation interdite/Déviation";POINT
44.841647991876265, -0.5602972645015334;"{""coordinates"": [-0.560297264501533, 44.841647991876265], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158826;Rue Honoré Picon face au N° 26 (Bordeaux) situé en agglomération;158826;2414435;135;467;Travaux sur immeuble - Rénovation / Entretien;Manutention;242422;2024-10-02;2024-10-02;306891/306892/306893;EMPRISE/EMPRISE/DEVIATION;du 22 au 26 Rue Honoré Picon (jusqu'à l'angle avec l'allée Serr) (Bordeaux)/Rue Honoré Picon : partie entre l'allée Serr et la rue Fourteau (Bordeaux)/Allée Serr, avenue Abadie, avenue Thiers, place de Stalingrad, vers rue Honoré Picon. (Bordeaux);Interdiction de stationnement/Circulation interdite/Déviation;POINT
44.841993243619136, -0.5721099829903136;"{""coordinates"": [-0.572109982990314, 44.841993243619136], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.149196;Rue du Pont de la Mousque au N° 23 (Bordeaux) situé en agglomération;149196;2405112;95;275;Adduction Eau Potable - Branchement;Création;230045;2024-05-21;2025-05-31;291180;EMPRISE;23 Rue du Pont de la Mousque (Bordeaux);"Circulation interdite;Mise en impasse";POINT
44.842854105432934, -0.5554598405066046;"{""coordinates"": [-0.555459840506605, 44.842854105432934], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159242;Avenue Thiers au N° 73 (Bordeaux) situé en agglomération;159242;2414826;129;411;Télécommunication - Réseau;Modification;243248;2024-09-30;2024-10-26;307917;EMPRISE;73 Avenue Thiers (Bordeaux);"Neutralisation de voie;Interdiction de stationnement";POINT
44.84511898197138, -0.5586199281970569;"{""coordinates"": [-0.558619928197057, 44.84511898197138], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.155265;Rue Gustave Carde au N° 88BIS (Bordeaux) situé en agglomération Rue Raymond Lavigne (Bordeaux) en agglomération;155265;2410982;107;328;Electricité - Branchement;Suppression;238744;2024-09-02;2024-10-02;302289;EMPRISE;Avenue Abadie (Bordeaux) Rue Raymond Lavigne (Bordeaux) 88BIS Rue Gustave Carde (Bordeaux);"Interdiction de stationnement;Neutralisation de voie";POINT
